TransactionAmount,TransactionType,Channel,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_original,Channel_original,cluster
188.99,1,1,58,92,1,7315.34,Debit,Branch,2
1416.69,1,0,46,58,1,3740.73,Debit,ATM,0
710.14,1,0,26,227,1,465.63,Debit,ATM,0
308.68,1,2,53,170,1,9992.36,Debit,Online,1
166.68,1,0,57,139,1,5141.19,Debit,ATM,2
0.99,1,0,45,133,1,4317.85,Debit,ATM,2
505.19,1,0,30,128,5,5326.68,Debit,ATM,2
66.58,1,1,23,79,1,1636.32,Debit,Branch,0
223.43,1,1,77,178,1,7932.41,Debit,Branch,2
659.95,1,2,60,114,1,3927.69,Debit,Online,0
634.86,1,0,27,45,1,588.5,Debit,ATM,0
286.5,0,1,30,60,1,8517.95,Credit,Branch,2
322.96,0,1,76,168,1,2401.59,Credit,Branch,0
654.48,1,1,19,114,1,6776.41,Debit,Branch,2
157.97,1,1,48,140,1,5529.92,Debit,Branch,2
120.9,1,1,40,52,1,9009.42,Debit,Branch,1
254.77,1,1,57,57,1,5994.87,Debit,Branch,2
795.96,1,2,65,119,1,5468.58,Debit,Online,2
149.25,1,0,39,142,1,5677.52,Debit,ATM,2
3.42,0,2,43,158,1,14180.21,Credit,Online,1
68.19,0,2,40,189,1,9895.1,Credit,Online,1
493.42,1,1,39,111,1,2232.84,Debit,Branch,0
37.57,1,0,57,42,1,7739.54,Debit,ATM,2
127.0,0,1,19,68,5,431.16,Credit,Branch,0
96.89,1,0,59,53,1,6044.93,Debit,ATM,2
448.33,1,0,25,161,1,922.19,Debit,ATM,0
1116.48,1,0,51,55,1,447.53,Debit,ATM,0
8.65,1,2,48,273,1,10778.35,Debit,Online,1
65.57,1,2,41,82,1,7513.79,Debit,Online,2
539.81,1,2,46,177,1,2051.25,Debit,Online,0
363.53,1,0,63,142,1,1038.91,Debit,ATM,0
64.9,0,1,51,72,1,6854.61,Credit,Branch,2
358.18,1,0,18,157,1,619.86,Debit,ATM,0
167.2,1,1,30,84,1,11320.83,Debit,Branch,1
121.91,1,1,60,133,1,14510.8,Debit,Branch,1
137.57,1,2,54,70,1,5103.67,Debit,Online,2
534.62,1,2,55,45,1,13793.53,Debit,Online,1
463.92,1,2,50,199,1,2403.39,Debit,Online,0
320.14,1,2,60,96,1,3075.97,Debit,Online,0
214.93,1,2,28,52,1,7835.4,Debit,Online,2
660.02,1,1,20,84,1,414.43,Debit,Branch,0
345.81,1,1,40,135,1,6116.8,Debit,Branch,2
143.54,1,0,71,80,1,6067.62,Debit,ATM,2
42.55,1,1,53,29,1,7341.43,Debit,Branch,2
1063.25,0,2,21,128,1,1240.71,Credit,Online,0
541.79,1,0,22,125,1,1454.08,Debit,ATM,0
40.57,1,1,26,63,1,1476.91,Debit,Branch,0
120.24,1,1,18,131,2,1943.13,Debit,Branch,0
498.67,1,2,28,244,1,1719.97,Debit,Online,0
227.22,1,0,53,220,1,832.82,Debit,ATM,0
1182.86,1,2,30,34,1,7696.16,Debit,Online,2
56.94,0,2,76,74,1,7004.63,Credit,Online,2
629.82,1,0,68,159,1,6385.69,Debit,ATM,2
59.44,1,2,35,176,1,5472.03,Debit,Online,2
186.69,1,1,30,54,1,8602.22,Debit,Branch,2
230.46,1,2,19,179,1,162.53,Debit,Online,0
65.09,0,2,44,159,1,9370.9,Credit,Online,1
457.09,0,2,55,63,1,8570.82,Credit,Online,2
552.02,0,0,44,100,1,522.08,Credit,ATM,0
377.12,1,0,34,61,1,836.67,Debit,ATM,0
204.56,0,1,18,179,1,364.72,Credit,Branch,0
420.28,1,1,35,144,1,8557.32,Debit,Branch,2
97.09,1,0,24,202,4,1579.57,Debit,ATM,0
124.59,1,1,27,171,1,129.29,Debit,Branch,0
73.88,1,2,39,34,1,6474.41,Debit,Online,2
77.43,1,2,21,169,1,1380.21,Debit,Online,0
106.16,1,0,56,277,4,7487.79,Debit,ATM,2
245.93,1,1,54,172,1,7986.63,Debit,Branch,2
622.41,1,0,64,125,1,7322.01,Debit,ATM,2
43.73,1,0,34,145,1,9929.43,Debit,ATM,1
1282.86,1,1,19,68,1,1830.98,Debit,Branch,0
2.03,0,0,33,28,1,3012.31,Credit,ATM,0
770.65,1,2,31,137,1,7198.8,Debit,Online,2
260.31,1,1,63,113,1,10980.38,Debit,Branch,1
356.1,0,1,26,187,1,868.35,Credit,Branch,0
27.07,0,1,80,39,1,3773.29,Credit,Branch,0
119.89,1,0,67,60,1,6697.77,Debit,ATM,2
106.39,1,2,37,281,1,9410.99,Debit,Online,1
12.04,1,2,37,58,1,6213.32,Debit,Online,2
365.7,1,1,21,115,2,368.78,Debit,Branch,0
29.38,0,1,28,63,1,1663.31,Credit,Branch,0
319.85,1,0,60,148,1,711.66,Debit,ATM,0
350.14,0,2,75,38,1,2403.25,Credit,Online,0
163.94,0,1,52,73,1,5957.37,Credit,Branch,2
170.53,1,1,24,58,1,801.01,Debit,Branch,0
262.22,0,0,40,136,1,5711.71,Credit,ATM,2
41.49,1,2,24,13,1,928.33,Debit,Online,0
121.43,0,1,52,243,1,7365.28,Credit,Branch,2
350.46,1,1,51,165,1,5839.38,Debit,Branch,2
220.41,0,2,26,155,1,5116.98,Credit,Online,2
33.46,1,0,72,111,1,3641.07,Debit,ATM,0
104.79,1,0,70,223,1,1352.19,Debit,ATM,0
246.27,1,2,29,141,1,7299.86,Debit,Online,2
48.85,1,0,19,176,1,1503.56,Debit,ATM,0
332.0,1,0,69,17,1,5943.13,Debit,ATM,2
118.1,1,2,54,167,1,895.66,Debit,Online,0
84.59,0,1,67,10,1,5669.1,Credit,Branch,2
295.64,1,2,21,82,1,1061.96,Debit,Online,0
514.33,1,1,25,160,1,1592.94,Debit,Branch,0
992.17,1,0,43,169,1,6215.96,Debit,ATM,2
94.59,1,2,39,34,1,6171.89,Debit,Online,2
80.43,1,1,59,157,1,5987.67,Debit,Branch,2
54.25,1,2,68,37,1,14783.33,Debit,Online,1
178.88,0,1,76,93,4,4708.29,Credit,Branch,2
518.85,1,2,22,82,1,1806.0,Debit,Online,0
10.65,1,2,54,161,1,13240.72,Debit,Online,1
198.62,0,1,27,84,1,1196.07,Credit,Branch,0
107.03,1,1,27,73,1,1408.07,Debit,Branch,0
139.57,1,0,19,263,3,271.78,Debit,ATM,0
312.47,1,0,49,148,4,9419.27,Debit,ATM,1
346.11,1,1,41,213,1,9551.64,Debit,Branch,1
138.06,1,1,44,159,1,1070.47,Debit,Branch,0
158.02,1,0,49,120,1,9374.24,Debit,ATM,1
830.01,0,2,66,96,1,4253.18,Credit,Online,2
435.5,1,0,55,112,1,6981.03,Debit,ATM,2
110.49,1,2,57,48,1,10483.93,Debit,Online,1
329.4,1,2,34,68,1,9588.07,Debit,Online,1
635.4,1,0,47,106,1,1238.11,Debit,ATM,0
769.97,1,1,22,23,1,1244.93,Debit,Branch,0
175.07,1,1,26,169,1,1040.25,Debit,Branch,0
7.31,1,1,78,282,1,5757.67,Debit,Branch,2
175.15,1,0,27,32,1,1712.65,Debit,ATM,0
32.54,1,2,25,183,4,1544.88,Debit,Online,0
121.82,1,2,60,119,1,13293.83,Debit,Online,1
56.12,1,0,30,102,1,8839.67,Debit,ATM,2
424.7,0,2,56,178,1,6239.89,Credit,Online,2
35.16,1,1,32,130,1,8459.18,Debit,Branch,2
35.73,1,1,65,87,1,9073.17,Debit,Branch,1
3.44,1,0,78,108,1,7561.33,Debit,ATM,2
1342.25,0,1,21,235,1,694.03,Credit,Branch,0
139.03,0,2,50,81,1,2276.57,Credit,Online,0
254.92,0,0,28,169,1,2791.12,Credit,ATM,0
115.11,1,2,28,139,1,9808.97,Debit,Online,1
171.11,1,0,57,171,1,6324.09,Debit,ATM,2
168.54,1,0,70,142,2,13406.0,Debit,ATM,1
420.76,1,1,51,76,1,6581.55,Debit,Branch,2
408.46,1,1,64,28,1,3140.79,Debit,Branch,0
1162.42,0,2,30,45,1,10357.26,Credit,Online,1
342.17,0,1,21,247,1,461.83,Credit,Branch,0
580.71,1,0,53,95,1,5670.0,Debit,ATM,2
821.54,0,1,79,36,1,4040.32,Credit,Branch,2
253.47,1,1,20,238,1,220.51,Debit,Branch,0
22.81,1,2,62,75,1,3634.76,Debit,Online,0
266.57,0,2,39,96,1,7180.48,Credit,Online,2
374.61,0,2,75,37,1,1389.71,Credit,Online,0
339.35,0,0,78,70,1,5002.7,Credit,ATM,2
810.36,1,0,20,67,1,9239.12,Debit,ATM,1
9.83,1,0,24,86,1,666.42,Debit,ATM,0
135.57,0,1,51,116,1,11351.64,Credit,Branch,1
340.05,1,0,43,37,1,7234.15,Debit,ATM,2
283.45,1,1,27,127,1,2049.51,Debit,Branch,0
100.99,1,0,68,114,1,8865.27,Debit,ATM,2
90.88,1,1,18,176,1,3908.47,Debit,Branch,0
655.15,1,0,26,264,1,5587.44,Debit,ATM,2
320.55,1,2,50,118,1,438.75,Debit,Online,0
41.51,1,2,28,48,1,609.6,Debit,Online,0
71.53,0,1,68,39,1,2393.73,Credit,Branch,0
467.13,0,1,54,45,1,3914.84,Credit,Branch,0
235.4,1,1,28,70,1,818.36,Debit,Branch,0
159.32,1,1,18,100,1,304.44,Debit,Branch,0
50.83,0,2,30,48,1,9553.42,Credit,Online,1
56.89,0,1,59,56,1,3034.67,Credit,Branch,0
20.22,1,0,43,138,1,5515.32,Debit,ATM,2
50.4,1,1,36,84,1,1677.01,Debit,Branch,0
73.88,1,1,53,131,1,4055.55,Debit,Branch,2
119.61,1,0,33,53,1,9899.94,Debit,ATM,1
1241.05,1,1,18,129,1,756.74,Debit,Branch,0
116.58,1,1,43,247,1,2620.74,Debit,Branch,0
1919.11,1,0,30,161,1,11090.24,Debit,ATM,1
391.96,1,0,64,79,1,2174.16,Debit,ATM,0
156.26,0,1,46,160,1,7854.1,Credit,Branch,2
427.0,0,1,49,163,1,8253.65,Credit,Branch,2
443.68,1,0,18,137,1,874.15,Debit,ATM,0
101.76,1,1,31,26,1,6043.25,Debit,Branch,2
67.57,1,1,37,107,1,2766.12,Debit,Branch,0
326.29,1,2,56,179,1,8171.26,Debit,Online,2
158.56,1,0,33,100,1,5401.21,Debit,ATM,2
56.02,1,2,27,142,1,3548.02,Debit,Online,0
288.28,1,2,27,36,1,160.83,Debit,Online,0
245.67,0,1,24,107,1,752.25,Credit,Branch,0
152.18,0,2,39,176,4,2459.84,Credit,Online,0
114.35,0,1,41,21,1,469.12,Credit,Branch,0
373.27,0,2,61,79,1,8441.61,Credit,Online,2
504.63,1,2,60,168,1,3806.16,Debit,Online,0
126.22,1,0,46,77,4,6133.41,Debit,ATM,2
820.15,1,1,47,181,1,8802.97,Debit,Branch,2
986.81,0,2,68,127,1,14881.77,Credit,Online,1
8.37,1,0,63,135,1,1106.34,Debit,ATM,0
197.49,0,2,53,30,1,5005.33,Credit,Online,2
637.97,1,1,58,90,1,7949.03,Debit,Branch,2
13.52,1,0,26,65,1,259.77,Debit,ATM,0
432.1,1,0,49,240,1,2114.3,Debit,ATM,0
375.17,1,0,51,66,2,5495.3,Debit,ATM,2
642.68,1,1,50,94,1,8461.46,Debit,Branch,2
78.44,0,2,52,292,1,6870.84,Credit,Online,2
139.72,1,1,49,201,1,5058.83,Debit,Branch,2
499.99,1,1,31,296,1,8885.0,Debit,Branch,2
10.07,1,2,24,49,1,530.81,Debit,Online,0
120.62,1,0,23,85,1,9379.53,Debit,ATM,1
578.49,1,1,59,180,1,6475.13,Debit,Branch,2
119.3,1,1,34,22,5,319.04,Debit,Branch,0
280.92,1,2,41,168,1,5298.85,Debit,Online,2
42.42,1,2,21,102,1,490.57,Debit,Online,0
77.03,1,0,67,259,1,11310.27,Debit,ATM,1
22.59,1,0,62,45,1,3988.75,Debit,ATM,0
568.76,1,0,51,155,1,7484.32,Debit,ATM,2
25.94,0,2,58,211,5,4815.11,Credit,Online,2
105.94,1,1,51,207,1,5963.1,Debit,Branch,2
733.29,1,0,52,94,5,10427.0,Debit,ATM,1
350.15,0,0,21,195,1,296.47,Credit,ATM,0
1151.18,1,0,65,105,1,1100.06,Debit,ATM,0
183.67,1,2,19,238,1,910.26,Debit,Online,0
278.27,1,1,29,123,1,6684.34,Debit,Branch,2
470.3,1,0,40,88,1,8524.09,Debit,ATM,2
261.69,1,0,53,84,1,5126.65,Debit,ATM,2
365.04,1,1,22,94,1,873.89,Debit,Branch,0
211.1,1,1,57,136,1,7059.77,Debit,Branch,2
21.49,1,0,58,240,1,11991.24,Debit,ATM,1
63.58,1,0,18,199,1,8086.04,Debit,ATM,2
321.86,1,0,63,167,1,12626.49,Debit,ATM,1
12.11,1,1,75,127,1,1730.28,Debit,Branch,0
642.54,1,1,44,28,1,3143.17,Debit,Branch,0
210.45,1,0,27,146,1,1242.49,Debit,ATM,0
313.65,0,1,55,173,1,1886.36,Credit,Branch,0
99.76,1,1,26,131,1,416.89,Debit,Branch,0
115.32,1,1,53,113,1,5929.08,Debit,Branch,2
33.61,1,2,23,72,1,479.08,Debit,Online,0
498.59,0,2,33,32,1,5862.99,Credit,Online,2
98.81,1,1,27,91,1,797.1,Debit,Branch,0
1.87,1,0,65,147,1,7287.94,Debit,ATM,2
78.92,0,2,59,95,1,5624.86,Credit,Online,2
194.29,0,1,39,10,1,2988.41,Credit,Branch,0
28.73,1,0,53,185,1,2712.96,Debit,ATM,0
105.53,1,2,24,88,1,1433.66,Debit,Online,0
737.34,1,2,30,34,1,7336.56,Debit,Online,2
237.86,1,0,18,210,1,475.63,Debit,ATM,0
409.61,1,1,65,89,1,11698.15,Debit,Branch,1
75.53,0,2,21,157,1,1034.35,Credit,Online,0
72.75,1,0,64,15,1,12042.79,Debit,ATM,1
39.11,1,2,26,143,1,518.54,Debit,Online,0
1309.79,1,0,23,139,1,1258.93,Debit,ATM,0
729.38,1,0,68,90,1,9127.65,Debit,ATM,1
137.49,1,0,34,50,1,4471.05,Debit,ATM,2
504.71,1,2,29,61,1,6214.54,Debit,Online,2
371.47,0,1,24,58,1,1187.04,Credit,Branch,0
430.35,1,2,36,205,1,354.9,Debit,Online,0
230.32,1,1,35,56,1,791.46,Debit,Branch,0
121.71,1,0,52,140,1,5878.89,Debit,ATM,2
98.87,1,2,20,179,1,533.2,Debit,Online,0
117.55,1,0,24,35,1,897.94,Debit,ATM,0
244.64,1,1,30,103,1,9159.56,Debit,Branch,1
321.93,1,0,45,12,1,4392.73,Debit,ATM,2
1092.73,1,1,58,11,1,1390.98,Debit,Branch,0
283.23,1,2,40,98,1,2008.77,Debit,Online,0
346.65,1,2,30,60,1,6356.96,Debit,Online,2
381.62,1,2,64,164,1,6009.12,Debit,Online,2
388.65,1,0,76,43,1,7896.85,Debit,ATM,2
29.22,1,0,24,151,1,1649.43,Debit,ATM,0
46.75,1,1,67,150,1,2840.43,Debit,Branch,0
348.64,1,2,57,128,1,3274.96,Debit,Online,0
319.17,1,2,73,81,1,6501.56,Debit,Online,2
73.95,1,0,26,76,1,363.92,Debit,ATM,0
389.63,1,2,27,99,1,9748.48,Debit,Online,1
217.61,1,0,19,45,1,1404.53,Debit,ATM,0
199.84,1,0,21,150,1,706.44,Debit,ATM,0
56.35,1,0,44,75,1,5095.73,Debit,ATM,2
248.95,0,1,65,29,1,3059.79,Credit,Branch,0
142.58,1,0,33,145,1,7844.23,Debit,ATM,2
1020.73,1,0,28,87,1,1119.61,Debit,ATM,0
84.34,1,2,58,248,3,5313.97,Debit,Online,2
1607.55,1,0,31,156,1,6227.99,Debit,ATM,2
333.78,1,0,60,98,1,6810.94,Debit,ATM,2
332.59,1,2,55,143,1,1457.07,Debit,Online,0
236.81,1,1,22,15,1,813.68,Debit,Branch,0
417.8,0,1,27,130,1,1518.82,Credit,Branch,0
319.27,1,0,50,150,1,10269.78,Debit,ATM,1
384.1,1,1,42,172,1,672.79,Debit,Branch,0
820.62,0,1,61,158,1,6024.8,Credit,Branch,2
474.77,0,2,56,50,1,2158.59,Credit,Online,0
542.72,0,1,43,92,1,6011.8,Credit,Branch,2
79.8,1,0,73,76,1,6372.58,Debit,ATM,2
46.24,1,1,57,52,1,2569.56,Debit,Branch,0
327.8,1,0,61,54,1,10585.48,Debit,ATM,1
445.79,1,0,52,161,1,717.99,Debit,ATM,0
55.89,1,2,72,150,1,3689.65,Debit,Online,0
158.41,1,1,28,16,1,1512.16,Debit,Branch,0
101.19,0,2,64,75,1,14389.45,Credit,Online,1
827.14,1,1,36,265,4,9800.21,Debit,Branch,1
61.97,1,0,74,95,1,7014.69,Debit,ATM,2
27.21,1,0,79,102,1,3520.61,Debit,ATM,0
173.74,1,2,80,64,1,4913.42,Debit,Online,2
176.11,1,1,38,105,1,9155.35,Debit,Branch,1
88.4,1,2,46,174,1,2567.53,Debit,Online,0
567.92,1,2,53,14,1,3779.47,Debit,Online,0
138.11,0,2,68,104,1,4177.65,Credit,Online,2
456.93,0,1,28,193,1,7284.76,Credit,Branch,2
101.42,1,2,66,146,1,6530.59,Debit,Online,2
300.61,1,2,44,51,1,7895.54,Debit,Online,2
265.94,1,2,54,132,1,6781.3,Debit,Online,2
345.54,1,2,29,50,1,2091.78,Debit,Online,0
411.52,1,0,41,88,1,11108.39,Debit,ATM,1
111.21,1,1,35,111,1,9088.36,Debit,Branch,1
316.37,1,0,53,86,1,4671.69,Debit,ATM,2
260.63,1,1,37,142,1,7534.73,Debit,Branch,2
92.36,1,0,29,144,1,6353.14,Debit,ATM,2
262.06,1,1,63,118,1,13587.52,Debit,Branch,1
64.5,1,0,74,230,1,1351.24,Debit,ATM,0
253.55,1,0,28,85,5,2797.26,Debit,ATM,0
408.28,0,1,21,125,3,1222.77,Credit,Branch,0
175.94,1,0,57,89,1,3728.04,Debit,ATM,0
199.47,1,2,57,142,1,6067.44,Debit,Online,2
51.07,1,1,63,133,1,4292.16,Debit,Branch,2
435.86,1,0,56,134,1,3801.82,Debit,ATM,0
74.73,0,1,64,162,1,6353.22,Credit,Branch,2
182.79,0,2,23,14,1,1251.85,Credit,Online,0
628.36,1,2,44,108,1,11869.71,Debit,Online,1
268.39,1,2,29,177,1,9409.43,Debit,Online,1
362.27,1,0,80,47,1,6003.59,Debit,ATM,2
560.15,0,2,50,92,1,817.83,Credit,Online,0
351.99,1,0,80,45,2,3663.64,Debit,ATM,0
132.36,1,1,28,160,1,319.65,Debit,Branch,0
24.77,0,2,40,17,1,478.23,Credit,Online,0
668.67,1,2,44,143,4,13446.81,Debit,Online,1
80.24,0,1,53,58,1,8012.81,Credit,Branch,2
8.65,1,0,68,198,1,4201.22,Debit,ATM,2
178.91,1,0,18,19,1,8870.89,Debit,ATM,2
115.22,1,1,27,108,1,906.2,Debit,Branch,0
161.63,1,2,46,276,1,9286.37,Debit,Online,1
542.75,0,1,70,63,1,2224.08,Credit,Branch,0
317.47,0,2,67,16,1,14639.28,Credit,Online,1
280.99,1,1,45,29,1,9733.59,Debit,Branch,1
24.19,1,0,29,28,1,2756.2,Debit,ATM,0
586.85,1,0,36,86,1,6655.15,Debit,ATM,2
372.41,1,0,55,143,1,3233.87,Debit,ATM,0
63.17,1,0,20,148,1,1676.57,Debit,ATM,0
383.69,1,2,54,285,1,8371.11,Debit,Online,2
247.17,0,1,65,149,1,2611.64,Credit,Branch,0
48.78,0,1,18,136,1,552.06,Credit,Branch,0
4.15,0,1,60,119,1,6017.36,Credit,Branch,2
60.99,1,1,34,58,1,7281.46,Debit,Branch,2
408.19,1,1,26,241,1,6847.47,Debit,Branch,2
524.6,1,1,58,76,1,13017.7,Debit,Branch,1
108.96,1,0,26,247,1,7597.66,Debit,ATM,2
70.03,1,1,63,49,1,7330.31,Debit,Branch,2
124.84,1,2,52,79,1,6711.78,Debit,Online,2
324.04,1,0,54,30,1,2248.06,Debit,ATM,0
39.69,1,2,70,163,1,3524.68,Debit,Online,0
157.7,0,1,58,46,1,8332.58,Credit,Branch,2
81.27,0,2,22,68,1,1814.48,Credit,Online,0
193.82,1,1,37,176,1,3886.77,Debit,Branch,0
16.73,1,2,79,165,1,7591.13,Debit,Online,2
474.05,1,0,57,214,1,1484.31,Debit,ATM,0
39.21,1,0,66,245,4,9385.57,Debit,ATM,1
637.75,1,1,79,152,1,4202.92,Debit,Branch,2
153.59,0,1,66,174,1,4813.12,Credit,Branch,2
186.6,1,1,18,139,1,9716.68,Debit,Branch,1
644.08,1,2,24,55,1,1980.62,Debit,Online,0
226.66,1,1,41,168,1,10216.25,Debit,Branch,1
305.0,1,0,22,222,1,944.83,Debit,ATM,0
233.1,0,1,42,37,1,7469.2,Credit,Branch,2
793.13,1,2,68,76,1,13389.16,Debit,Online,1
224.19,1,0,52,93,1,8475.47,Debit,ATM,2
214.83,0,0,23,63,1,991.69,Credit,ATM,0
163.46,0,1,63,111,1,6953.8,Credit,Branch,2
194.99,1,1,34,91,1,1370.03,Debit,Branch,0
23.4,1,0,46,175,4,14851.28,Debit,ATM,1
227.5,1,2,34,277,1,11505.35,Debit,Online,1
259.9,1,2,26,100,1,914.28,Debit,Online,0
59.51,0,2,36,55,1,9955.88,Credit,Online,1
50.63,1,2,64,143,1,4732.81,Debit,Online,2
1074.95,1,1,20,91,1,530.86,Debit,Branch,0
112.94,0,2,73,31,1,3807.84,Credit,Online,0
11.81,1,0,21,131,1,320.25,Debit,ATM,0
329.14,1,1,55,14,1,12033.92,Debit,Branch,1
154.24,1,0,61,82,1,6109.55,Debit,ATM,2
233.44,1,2,20,297,1,1691.88,Debit,Online,0
141.8,1,0,18,116,1,1697.67,Debit,ATM,0
209.03,1,1,55,126,1,8359.5,Debit,Branch,2
1137.63,1,0,26,144,1,1629.12,Debit,ATM,0
261.14,1,0,42,162,1,6100.08,Debit,ATM,2
101.81,1,0,45,105,1,13872.03,Debit,ATM,1
98.71,1,0,32,117,1,10095.23,Debit,ATM,1
87.38,1,1,21,252,1,1504.99,Debit,Branch,0
83.39,1,1,32,158,1,13182.11,Debit,Branch,1
267.55,1,2,46,40,1,4330.04,Debit,Online,2
870.05,1,0,29,39,1,905.25,Debit,ATM,0
154.32,0,0,38,269,1,6972.5,Credit,ATM,2
164.51,1,1,78,110,1,3553.69,Debit,Branch,0
758.12,1,0,69,90,1,6164.65,Debit,ATM,2
103.76,1,2,28,188,1,9626.14,Debit,Online,1
583.92,1,2,55,139,1,6364.14,Debit,Online,2
204.06,1,2,77,159,1,4351.83,Debit,Online,2
53.51,1,2,56,165,1,5773.5,Debit,Online,2
1108.46,1,1,30,262,1,9257.04,Debit,Branch,1
52.95,0,2,68,14,1,6335.58,Credit,Online,2
120.17,1,0,49,105,1,5403.79,Debit,ATM,2
220.8,1,2,31,28,1,8135.31,Debit,Online,2
119.01,1,0,45,87,1,9798.26,Debit,ATM,1
183.32,1,0,21,74,1,137.42,Debit,ATM,0
858.88,1,2,60,227,1,7015.46,Debit,Online,2
11.46,0,2,41,128,1,2356.71,Credit,Online,0
61.37,1,1,75,164,1,4294.44,Debit,Branch,2
103.08,0,1,49,150,1,9251.38,Credit,Branch,1
1.21,1,1,55,196,1,7542.74,Debit,Branch,2
425.18,0,2,26,172,1,9880.71,Credit,Online,1
60.96,1,0,52,238,1,6189.24,Debit,ATM,2
64.21,1,0,51,37,1,12540.18,Debit,ATM,1
523.02,1,2,53,83,1,4586.11,Debit,Online,2
50.26,1,1,65,164,1,1519.38,Debit,Branch,0
110.08,1,1,19,95,1,1447.26,Debit,Branch,0
54.47,0,1,23,34,1,1131.42,Credit,Branch,0
79.76,1,2,68,115,1,10278.75,Debit,Online,1
16.79,0,2,30,146,1,535.15,Credit,Online,0
1531.31,1,2,18,62,4,859.86,Debit,Online,0
68.62,1,1,29,157,1,13891.47,Debit,Branch,1
157.16,1,1,20,280,1,1545.77,Debit,Branch,0
643.38,0,2,18,105,1,1046.74,Credit,Online,0
328.34,0,2,42,31,1,2840.45,Credit,Online,0
72.68,1,2,69,44,1,6216.77,Debit,Online,2
354.76,1,1,51,279,1,10141.92,Debit,Branch,1
793.88,0,0,22,252,1,1404.06,Credit,ATM,0
29.22,1,0,27,69,1,7795.79,Debit,ATM,2
653.97,1,2,37,100,1,3886.65,Debit,Online,0
366.43,0,2,21,92,1,1560.45,Credit,Online,0
120.86,1,2,33,162,4,13566.58,Debit,Online,1
233.74,1,2,72,142,1,4749.54,Debit,Online,2
471.84,1,0,18,138,1,1044.33,Debit,ATM,0
213.4,0,1,73,100,1,2012.24,Credit,Branch,0
254.21,1,0,48,46,1,2487.2,Debit,ATM,0
577.73,1,0,37,63,1,14977.99,Debit,ATM,1
170.26,1,0,27,265,1,1969.48,Debit,ATM,0
337.73,1,2,78,107,4,7001.2,Debit,Online,2
330.61,0,1,64,113,1,2525.25,Credit,Branch,0
132.33,0,0,35,47,1,7457.94,Credit,ATM,2
672.74,0,1,46,118,1,5386.52,Credit,Branch,2
74.04,1,2,18,66,1,1690.23,Debit,Online,0
197.18,1,2,28,135,1,3114.92,Debit,Online,0
21.15,1,1,70,180,1,3466.74,Debit,Branch,0
218.37,1,0,62,105,1,9942.24,Debit,ATM,1
590.01,1,2,29,140,3,9791.74,Debit,Online,1
697.82,1,2,44,153,1,6824.0,Debit,Online,2
302.76,1,0,38,88,3,8583.39,Debit,ATM,2
148.0,1,1,20,35,1,1488.65,Debit,Branch,0
22.26,1,1,19,56,1,5583.88,Debit,Branch,2
0.86,1,0,25,139,1,1357.22,Debit,ATM,0
757.1,1,1,65,203,1,10553.23,Debit,Branch,1
38.81,0,2,25,145,1,1619.6,Credit,Online,0
76.51,0,2,49,120,4,9475.4,Credit,Online,1
32.46,1,2,31,10,1,8656.18,Debit,Online,2
1022.75,0,1,62,158,1,207.74,Credit,Branch,0
20.64,1,1,22,59,1,949.38,Debit,Branch,0
662.11,1,1,23,219,1,1996.38,Debit,Branch,0
288.77,1,0,55,110,1,8836.51,Debit,ATM,2
35.05,1,1,30,105,1,14330.47,Debit,Branch,1
214.73,0,0,46,26,1,5368.42,Credit,ATM,2
25.38,1,1,57,66,1,8616.05,Debit,Branch,2
617.66,1,0,41,40,1,5906.58,Debit,ATM,2
446.39,1,0,63,77,1,7863.6,Debit,ATM,2
377.92,1,1,33,204,1,2254.71,Debit,Branch,0
11.04,1,2,30,43,1,6983.04,Debit,Online,2
275.46,1,0,36,67,1,9697.75,Debit,ATM,1
179.76,1,2,78,81,1,5909.52,Debit,Online,2
32.34,1,1,44,45,1,7847.62,Debit,Branch,2
273.92,1,1,79,109,1,4543.56,Debit,Branch,2
375.45,1,1,19,32,1,1307.23,Debit,Branch,0
388.98,1,0,23,155,1,1819.91,Debit,ATM,0
492.84,1,0,25,38,1,577.67,Debit,ATM,0
148.85,1,0,57,25,1,7802.36,Debit,ATM,2
119.95,0,1,62,47,5,2596.61,Credit,Branch,0
391.66,1,1,50,103,1,2406.31,Debit,Branch,0
185.99,0,1,41,53,1,402.45,Credit,Branch,0
322.48,1,0,27,57,1,1238.43,Debit,ATM,0
20.27,1,1,18,22,1,796.35,Debit,Branch,0
280.61,1,0,47,129,3,7888.76,Debit,ATM,2
199.02,1,0,61,269,1,4658.89,Debit,ATM,2
104.23,0,2,63,108,1,5009.29,Credit,Online,2
353.59,0,1,52,109,5,1822.34,Credit,Branch,0
55.86,1,2,39,68,1,5346.46,Debit,Online,2
10.77,1,0,31,178,1,10704.95,Debit,ATM,1
95.55,1,1,33,51,1,2434.74,Debit,Branch,0
477.07,1,2,27,278,1,6568.07,Debit,Online,2
9.1,0,2,52,63,1,2791.45,Credit,Online,0
21.41,1,2,57,99,1,658.91,Debit,Online,0
278.28,1,1,28,26,1,1346.88,Debit,Branch,0
388.1,0,2,73,40,1,3022.12,Credit,Online,0
215.39,1,0,27,216,1,1582.55,Debit,ATM,0
194.37,1,0,66,161,1,14395.88,Debit,ATM,1
